,no_suivi,no_rapport,type_rapport,date_envoi,crc,titre,note,type_etablissement,lat,long,ville,departement
215,13-0194 R,jf00138341.html,Rapport d'observations définitives,9/24/2013,CRC Ile-de-France,Etablissement public foncier d'Ile-de-France,-224,Etablissement public national ,48.856614,2.3522219,Paris,Paris
216,13-0135 R,jf00138344.html,Rapport d'observations définitives,8/9/2013,CRC Ile-de-France,Assistance publique - Hôpitaux de Paris,-173,Etablissement hospitalier public ,48.856614,2.3522219,Paris,Paris
217,13-ROD2-YB-35,jf00138351.html,Rapport d'observations définitives,12/10/2013,CRC Bourgogne Franche-Comté,Centre hospitalier spécialisé (CHS) d'Auxerre,6,Etablissement hospitalier public ,47.793488225,3.58168281761,Auxerre,Yonne
218,NPR201340,jf00138362.html,Rapport d'observations définitives,10/11/2013,CRC Nord-Pas-de-Calais Picardie,"Partenord Habitat ""Agenda 21""",11,Office public de l'habitat ,50.6317183168,3.04783272312,Lille,Nord
219,13-0228 R,jf00138413.html,Rapport d'observations définitives,11/19/2013,CRC Ile-de-France,Centre hospitalier intercommunal de Poissy - Saint-Germain-en-Laye - Poissy ,-990,Etablissement hospitalier public ,48.9235359371,2.02715552772,Poissy,Yvelines
220,13-1 321,jf00138480.html,Rapport d'observations définitives,10/31/2013,CRC Alsace,Sainte-Marie-aux-Mines,-193,Commune ,48.2285762223,7.16926143657,Sainte-Marie-aux-Mines,Haut-Rhin
221,13- 1330,jf00138484.html,Rapport d'observations définitives,11/7/2013,CRC Alsace,Association VA Expo - Sainte Marie-aux-Mines ,-24,Association ,48.2285762223,7.16926143657,Sainte-Marie-aux-Mines,Haut-Rhin
222,544,jf00138588.html,Rapport d'observations définitives,1/16/2013,CRC Nord-Pas-de-Calais Picardie,Coudekerque-Branche,-113,Commune ,51.0179541343,2.39580832593,Coudekerque-Branche,Nord
223,,jf00138638.html,Rapport d'observations définitives,5/6/2013,CRC Midi-Pyrénées,Communaute d'agglomeration du SICOVAL - Labege ,-5,Communauté d'agglomération ,43.539137717,1.5206207109,Labège,Haute-Garonne
224,D130505,jf00138804.html,Rapport d'observations définitives,4/2/2013,CRC Auvergne Rhône-Alpes,Centre de gestion de la fonction publique territoriale du Rhône (CDG69) - Sainte Foy-lès-Lyon ,-17,Centre de gestion de la fonction publique territoriale ,45.7359781395,4.79343173908,Sainte-Foy-lès-Lyon,Rhône
225,G 13-158,jf00138991.html,Rapport d'observations définitives,7/15/2013,CRC Mayotte,Chirongui,-75,Commune ,-12.9339923,45.15062,Chirongui,Mayotte
226,G 13-027,jf00139010.html,Rapport d'observations définitives,1/29/2013,CRC La Réunion,Office du tourisme de Saint-Paul,-19,Office du tourisme ,43.7,7.116667,Saint-Paul,La Réunion
227,2014-02,jf00139130.html,Rapport d'observations définitives,12/24/2013,CRC Guadeloupe-Guyane-Martinique,Région Guyane - Cayenne ,-329,Région ,4.92242,-52.3134,Cayenne,Guyane
228,D133169,jf00139193.html,Rapport d'observations définitives,11/26/2013,CRC Auvergne Rhône-Alpes,Centre hospitalier Pierre Oudot - Bourgoin Jallieu ,-249,Etablissement hospitalier public ,45.6022027954,5.27393762111,Bourgoin-Jallieu,Isère
229,NPR201343,jf00139461.html,Rapport d'observations définitives,10/21/2013,CRC Nord-Pas-de-Calais Picardie,Une souris verte-parc des industries Artois-Flandres,-76,Association ,50.5121447638,2.8263130337,Douvrin,Pas-de-Calais
230,COR201308,jf00139586.html,Rapport d'observations définitives,11/5/2013,CRC Corse,Office du Developpement Agricole et Rural de la Corse (ODARC) - Bastia ,-20,Etablissement public industriel et commercial ,42.7,9.45,Bastia,Haute-Corse
231,LRR201404,jf00139832.html,Rapport d'observations définitives,10/28/2013,CRC Languedoc-Roussillon,Le Barcarès,-262,Commune ,42.8127710984,3.02834125149,Le Barcarès,Pyrénées-Orientales
232,,jf00139911.html,Rapport d'observations définitives,11/19/2013,CRC Basse-Normandie Haute-Normandie,Orbec,-13,Commune ,49.0236641773,0.384953822179,Orbec,Calvados
233,NPR201345,jf00139990.html,Rapport d'observations définitives,12/30/2013,CRC Nord-Pas-de-Calais Picardie,Région Nord-Pas-de-Calais,-84,Région ,50.6317183168,3.04783272312,Lille,Nord
234,13-0201 R,jf00140063.html,Rapport d'observations définitives,11/19/2013,CRC Ile-de-France,Vaucresson,-49,Commune ,48.8410515899,2.16026455161,Vaucresson,Hauts-de-Seine
235,,jf00140173.html,Rapport d'observations définitives,11/19/2013,CRC Basse-Normandie Haute-Normandie,Orbec,-140,Commune ,49.0236641773,0.384953822179,Orbec,Calvados
236,13-ROD2-EH-34,jf00140212.html,Rapport d'observations définitives,11/26/2013,CRC Bourgogne Franche-Comté,Lure,-307,Commune ,47.6851664568,6.49651910322,Lure,Haute-Saône
237,,jf00140229.html,Rapport d'observations définitives,11/25/2013,CRC Ile-de-France,Centre hospitalier de Gonesse,19,Etablissement hospitalier public ,48.9864903049,2.4569899628,Gonesse,Val-d'Oise
238,2013-0178 R,jf00140287.html,Rapport d'observations définitives,10/30/2013,CRC Ile-de-France,Garches,-34,Commune ,48.8450113548,2.18665007789,Garches,Hauts-de-Seine
239,,jf00140409.html,Rapport d'observations définitives,11/27/2013,CRC Basse-Normandie Haute-Normandie,Gonfreville-l'Orcher,-60,Commune ,49.4860837457,0.221985693724,Gonfreville-l'Orcher,Seine-Maritime
240,,jf00140464.html,Rapport d'observations définitives,5/14/2014,CRC Aquitaine Poitou-Charentes,Centre hospitalier d'Oloron-Sainte-Marie,-104,Etablissement hospitalier public ,43.1560871189,-0.587546244432,Oloron-Sainte-Marie,Pyrénées-Atlantiques
241,,jf00140468.html,Rapport d'observations définitives,5/13/2014,CRC Aquitaine Poitou-Charentes,Département des Landes,206,Département ,43.899361404,-0.490722577455,Mont-de-Marsan,Landes
242,,jf00140475.html,Rapport d'observations définitives,5/13/2014,CRC Aquitaine Poitou-Charentes,Biarritz,1,Commune ,43.4695847227,-1.55309857519,Biarritz,Pyrénées-Atlantiques
243,604,jf00140515.html,Rapport d'observations définitives,11/28/2013,CRC Nord-Pas-de-Calais Picardie,Communaute de communes de la Picardie Verte,-44,Communauté de communes ,49.6492986407,1.72801391707,Formerie,Oise
244,597,jf00140517.html,Rapport d'observations définitives,11/28/2013,CRC Nord-Pas-de-Calais Picardie,Grande-Synthe,-10,Commune ,51.0167874642,2.29071143357,Grande-Synthe,Nord
245,599,jf00140519.html,Rapport d'observations définitives,11/27/2013,CRC Nord-Pas-de-Calais Picardie,Beaurains,38,Commune ,50.2580784965,2.78988564135,Beaurains,Pas-de-Calais
246,592,jf00140520.html,Rapport d'observations définitives,11/12/2013,CRC Nord-Pas-de-Calais Picardie,Trith-saint-Léger,-105,Commune ,50.33056703,3.48645305133,Trith-saint-Léger,Nord
247,590,jf00140521.html,Rapport d'observations définitives,11/26/2013,CRC Nord-Pas-de-Calais Picardie,SEM URBAVILEO,-175,Société d'économie mixte ,50.7271332663,1.60756334802,Boulogne-sur-Mer,Pas-de-Calais
248,595,jf00140522.html,Rapport d'observations définitives,12/9/2013,CRC Nord-Pas-de-Calais Picardie,Partenord Habitat,-64,Office public de l'habitat ,50.6317183168,3.04783272312,Lille,Nord
249,13-0174 R,jf00140571.html,Rapport d'observations définitives,9/11/2013,CRC Ile-de-France,Groupement hospitalier intercommunal du Vexin,-108,Etablissement hospitalier public ,49.158617564,1.81039322129,Magny-en-Vexin,Val-d'Oise
250,13-0173 R,jf00140577.html,Rapport d'observations définitives,9/11/2013,CRC Ile-de-France,Hôpital local de Marines,-16,Etablissement hospitalier public ,49.1480448573,1.98376019265,Marines,Val-d'Oise
251,13-0172 R,jf00140579.html,Rapport d'observations définitives,9/11/2013,CRC Ile-de-France,Centre hospitalier du Vexin,-41,Etablissement hospitalier public ,49.158617564,1.81039322129,Magny-en-Vexin,Val-d'Oise
252,,jf00140618.html,Rapport d'observations définitives,5/19/2014,CRC Aquitaine Poitou-Charentes,Compagnie thermale de Dax,-431,Société d'économie mixte ,43.7006746973,-1.06014429759,Dax,Landes
253,2014-10,jf00140715.html,Rapport d'observations définitives,5/22/2014,CRC Auvergne Rhône-Alpes,Centre hospitalier spécialisé de Saint-Cyr-au-Mont-d'Or - Saint-Cyr-au-Mont-d'Or ,-218,Centre hospitalier spécialisé ,45.819421673,4.81813452511,Saint-Cyr-au-Mont-d'Or,Rhône
254,,jf00140720.html,Rapport d'observations définitives,5/27/2014,CRC Aquitaine Poitou-Charentes,Communauté de communes du canton d'Arzacq,-38,Communauté de communes ,43.5410756338,-0.424773783669,Arzacq-Arraziguet,Pyrénées-Atlantiques
255,CALR201336,jf00140739.html,Rapport d'observations définitives,10/22/2013,CRC Champagne-Ardenne Lorraine,Maxéville,-247,Commune ,48.7091528465,6.14959862185,Maxéville,Meurthe-et-Moselle
256,,jf00140788.html,Rapport d'observations définitives,6/4/2014,CRC Aquitaine Poitou-Charentes,Communauté de communes de Sauveterre-de-Béarn,34,Communauté de communes ,43.4115819423,-0.931810105485,Sauveterre-de-Béarn,Pyrénées-Atlantiques
257,13-0095 R,jf00140825.html,Rapport d'observations définitives,10/7/2013,CRC Ile-de-France,Lycée Dorian et du centre de formation des apprentis - Paris ,-138,Etablissement public national d'enseignement ,48.856614,2.3522219,Paris,Paris
258,14-0022 R,jf00140840.html,Rapport d'observations définitives,5/6/2014,CRC Ile-de-France,Houilles,-39,Commune ,48.9265781359,2.1874640255,Houilles,Yvelines
259,,jf00140856.html,Rapport d'observations définitives,6/12/2014,CRC Aquitaine Poitou-Charentes,Communauté de communes de Braconne et Charente,-32,Communauté de communes ,45.7166708711,0.196450542402,Champniers,Charente
260,,jf00141002.html,Rapport d'observations définitives,6/26/2014,CRC Provence-Alpes-Côte d'Azur,Association de gestion et d'animation sportive et socio-culturelle - Saint-Laurent-du-Var ,-372,Association ,43.666667,7.183333,Saint-Laurent-du-Var,Var
261,LRR201412,jf00141069.html,Rapport d'observations définitives,5/16/2014,CRC Languedoc-Roussillon,Hérault Méditerranée,-141,Communauté d'agglomération ,43.3927611076,3.4008093198,Saint-Thibéry,Hérault
262,,jf00141108.html,Rapport d'observations définitives,7/2/2014,CRC Aquitaine Poitou-Charentes,Nontron,24,Commune ,45.5303295535,0.683993810564,Nontron,Dordogne
263,CALR201406,jf00141123.html,Rapport d'observations définitives,5/14/2014,CRC Champagne-Ardenne Lorraine,Communaute de communes du Saulnois - Chateau-Salins ,-470,Communauté de communes ,48.8192996978,6.49319554209,Château-Salins,Moselle
264,2013-232,jf00141126.html,Rapport d'observations définitives,11/19/2013,CRC Pays de la Loire,Laval,119,Commune ,48.0608565468,-0.766005687142,Laval,Mayenne
265,2013-236,jf00141127.html,Rapport d'observations définitives,12/17/2013,CRC Pays de la Loire,ociale - Centre départemental enfance et familles - Saint Sébastien-sur-Loire ,-14,Institution sociale ou médico,47.2031024794,-1.4992042742,Saint-Sébastien-sur-Loire,Loire-Atlantique
266,,jf00141135.html,Rapport d'observations définitives,7/2/2014,CRC Aquitaine Poitou-Charentes,Rivedoux-Plage,-8,Commune ,46.159061213,-1.28302289715,Rivedoux-Plage,Charente-Maritime
267,2014-206,jf00141176.html,Rapport d'observations définitives,5/15/2014,CRC Pays de la Loire,Les Sables-d'Olonne,71,Commune ,46.5007612799,-1.79255128677,Les Sables-d'Olonne,Vendée
268,587,jf00141180.html,Rapport d'observations définitives,10/23/2013,CRC Nord-Pas-de-Calais Picardie,Cambrai,-89,Centre communal d'action sociale ,50.1702775977,3.24221021072,Cambrai,Nord
269,2014-207,jf00141184.html,Rapport d'observations définitives,5/15/2014,CRC Pays de la Loire,Communauté de communes des Olonnes - Les Sables d'Olonne ,108,Communauté de communes ,46.5007612799,-1.79255128677,Les Sables-d'Olonne,Vendée
270,603,jf00141188.html,Rapport d'observations définitives,12/11/2013,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Douai - Bail emphytéotique administratif du logipôle et contrat de partenariat de l'EHPAD,-68,Etablissement hospitalier public ,50.3823195335,3.09145683114,Douai,Nord
271,611,jf00141190.html,Rapport d'observations définitives,6/13/2014,CRC Nord-Pas-de-Calais Picardie,office public de l'habitat de Calais,-202,Office public de l'habitat ,50.9502072754,1.87575566132,Calais,Pas-de-Calais
272,616,jf00141191.html,Rapport d'observations définitives,6/6/2014,CRC Nord-Pas-de-Calais Picardie,Communaute d'agglomeration de la porte du Hainaut (CAPH),-1,Communauté d'agglomération ,50.410089317,3.48909318774,Raismes,Nord
273,617,jf00141193.html,Rapport d'observations définitives,6/2/2014,CRC Nord-Pas-de-Calais Picardie,Fourmies,-105,Commune ,50.006893732,4.05775002509,Fourmies,Nord
274,602,jf00141194.html,Rapport d'observations définitives,11/28/2013,CRC Nord-Pas-de-Calais Picardie,Mogneville,-145,Commune ,49.3126555491,2.47328622083,Mogneville,Oise
275,591,jf00141197.html,Rapport d'observations définitives,11/12/2013,CRC Nord-Pas-de-Calais Picardie,"Communauté d'agglomération du Boulonnais - Le projet ""Grand Nausicaa"" et les relations avec la SEM Nausicaa",-147,Communauté d'agglomération ,50.7271332663,1.60756334802,Boulogne-sur-Mer,Pas-de-Calais
276,2014-04,jf00141220.html,Rapport d'observations définitives,5/15/2014,CRC Bretagne,Scaër,349,Commune ,48.0279903072,-3.73073835764,Scaër,Finistère
277,LRR201413,jf00141232.html,Rapport d'observations définitives,6/2/2014,CRC Languedoc-Roussillon,Centre hospitalier regional et universitaire (CHRU) de Nimes - Nimes ,-281,Etablissement hospitalier public ,43.844938394,4.34806796996,Nîmes,Gard
278,2014-205,jf00141254.html,Rapport d'observations définitives,5/7/2014,CRC Pays de la Loire,La Ferté-Bernard,-18,Commune ,48.1842560568,0.634694806211,La Ferté-Bernard,Sarthe
279,2014-208,jf00141255.html,Rapport d'observations définitives,5/15/2014,CRC Pays de la Loire,Pornic,6,Commune ,47.1223972452,-2.05182334479,Pornic,Loire-Atlantique
280,2014-210,jf00141261.html,Rapport d'observations définitives,5/26/2014,CRC Pays de la Loire,Laval,60,Centre communal d'action sociale ,48.0608565468,-0.766005687142,Laval,Mayenne
281,2014-211,jf00141263.html,Rapport d'observations définitives,5/27/2014,CRC Pays de la Loire,CCAS de Nantes,-82,Centre communal d'action sociale ,47.2316356767,-1.54831008605,Nantes,Loire-Atlantique
282,LRR201414,jf00141380.html,Rapport d'observations définitives,6/27/2014,CRC Languedoc-Roussillon,Beaucaire,-280,Commune ,43.7797429509,4.59380296865,Beaucaire,Gard
283,G 14-136,jf00141421.html,Rapport d'observations définitives,7/2/2014,CRC Mayotte,Syndicat Mixte d'Investissement pour l'aménagement de Mayotte (SMIAM) - Mamoudzou ,-447,Syndicat mixte ,-12.7809488,45.2278719,Mamoudzou,Mayotte
284,14-ROD2-JMS-04,jf00141480.html,Rapport d'observations définitives,5/22/2014,CRC Bourgogne Franche-Comté,Dole,-76,Commune ,47.0755452538,5.50062446099,Dole,Jura
285,,jf00141525.html,Rapport d'observations définitives,7/8/2014,CRC Aquitaine Poitou-Charentes,Marans,-15,Commune ,46.3120332384,-0.979496238951,Marans,Charente-Maritime
286,14-0064 R,jf00141704.html,Rapport d'observations définitives,6/25/2014,CRC Ile-de-France,Sem de Rénovation et de construction de Créteil  - Creteil ,-147,Société d'économie mixte ,48.7837401836,2.45463530415,Créteil,Val-de-Marne
287,,jf00141745.html,Rapport d'observations définitives,7/24/2014,CRC Aquitaine Poitou-Charentes,Centre hospitalier universitaire de Poitiers,-50,Etablissement hospitalier public ,46.5839207726,0.359947653003,Poitiers,Vienne
288,2014-16,jf00141815.html,Rapport d'observations définitives,7/9/2014,CRC Auvergne Rhône-Alpes,Saint-Nectaire,-187,Commune ,45.5919139674,2.99779544156,Saint-Nectaire,Puy-de-Dôme
289,LRR201416,jf00142018.html,Rapport d'observations définitives,6/27/2014,CRC Languedoc-Roussillon,Lodève,-63,Commune ,43.7307354901,3.30567667879,Lodève,Hérault
290,,jf00142334.html,Rapport d'observations définitives,8/22/2014,CRC Aquitaine Poitou-Charentes,Communauté d'agglomération du Bocage Bressuirais,-32,Communauté d'agglomération ,46.8545755683,-0.479375922286,Bressuire,Deux-Sèvres
291,,jf00142335.html,Rapport d'observations définitives,8/14/2014,CRC Aquitaine Poitou-Charentes,Montignac,-70,Commune ,45.0627368774,1.15422675286,Montignac,Dordogne
292,,jf00142337.html,Rapport d'observations définitives,8/25/2014,CRC Aquitaine Poitou-Charentes,Moncoutant,-42,Commune ,46.7361693715,-0.578776799054,Moncoutant,Deux-Sèvres
293,G 14-181,jf00142504.html,Rapport d'observations définitives,7/18/2014,CRC Mayotte,SIVOM Petite-Terre,-144,Syndicat intercommunal ,-12.7835137,45.27592679,Dzaoudzi,Mayotte
294,649,jf00142505.html,Rapport d'observations définitives,8/6/2014,CRC Nord-Pas-de-Calais Picardie,Château-Thierry,40,Commune ,49.0564070801,3.38160004843,Château-Thierry,Aisne
295,2014-20,jf00142527.html,Rapport d'observations définitives,7/25/2014,CRC Auvergne Rhône-Alpes,Saint-Péray,-116,Commune ,44.9410716967,4.82459034307,Saint-Péray,Ardèche
296,2014-22,jf00142602.html,Rapport d'observations définitives,9/2/2014,CRC Auvergne Rhône-Alpes,"Syndicat mixte d'élimination, de traitement et de valorisation des déchets Beujolais Dombes (SYTRAIVAL) - Villefranche-sur-Saone ",-7,Syndicat mixte ,45.9874596667,4.73174007305,Villefranche-sur-Saône,Rhône
297,2014-14,jf00142650.html,Rapport d'observations définitives,7/9/2014,CRC Auvergne Rhône-Alpes,Albertville,-78,Commune ,45.6683987277,6.40460338643,Albertville,Savoie
298,NPR201427,jf00142696.html,Rapport d'observations définitives,7/16/2014,CRC Nord-Pas-de-Calais Picardie,Société d'économie mixte Adevia,-785,Société d'économie mixte ,50.4242782538,2.77291885384,Liévin,Pas-de-Calais
299,G 14-187,jf00142753.html,Rapport d'observations définitives,7/23/2014,CRC La Réunion,Centre Hospitalier Universitaire de La Réunion - Saint-Denis ,-122,Etablissement hospitalier public ,43.366667,2.216667,Saint-Denis,La Réunion
300,G 14-184,jf00142759.html,Rapport d'observations définitives,7/21/2014,CRC Mayotte,Comité départemental du tourisme de Mayotte - Mamoudzou ,-177,Comité du tourisme ,-12.7809488,45.2278719,Mamoudzou,Mayotte
301,LRR201420,jf00142760.html,Rapport d'observations définitives,7/24/2014,CRC Languedoc-Roussillon,Lunel,-242,Commune ,43.6820481757,4.13566472301,Lunel,Hérault
302,,jf00142778.html,Rapport d'observations définitives,7/4/2014,CRC Basse-Normandie Haute-Normandie,Argentan,-214,Commune ,48.7321880919,-0.0132322590535,Argentan,Orne
303,,jf00142779.html,Rapport d'observations définitives,7/25/2014,CRC Basse-Normandie Haute-Normandie,Office culturel de Granville - Archipel - Granville ,-99,Association ,48.8327078372,-1.56670866413,Granville,Manche
304,2014-17,jf00142788.html,Rapport d'observations définitives,7/9/2014,CRC Auvergne Rhône-Alpes,centre hospitalier de Villeneuve-de-Berg,-217,Etablissement hospitalier public ,44.549017078,4.50337369457,Villeneuve-de-Berg,Ardèche
305,624,jf00142816.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Communaute d'agglomeration de Maubeuge - Val de Sambre (CAMVS),-87,Communauté d'agglomération ,50.283630719,3.96328053037,Maubeuge,Nord
306,2014-13,jf00142873.html,Rapport d'observations définitives,7/8/2014,CRC Auvergne Rhône-Alpes,communauté de communes de Montrevel-en-Bresse,-59,Communauté de communes ,46.3252811442,5.11295966315,Montrevel-en-Bresse,Ain
307,623,jf00142877.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Halluin,-57,Commune ,50.7747480298,3.12692474358,Halluin,Nord
308,613,jf00142878.html,Rapport d'observations définitives,7/4/2014,CRC Nord-Pas-de-Calais Picardie,Halluin,87,Commune ,50.7747480298,3.12692474358,Halluin,Nord
309,,jf00142947.html,Rapport d'observations définitives,8/4/2014,CRC Corse,Syndicat Mixte pour la valorisation des Déchets de Corse (SYVADEC),-506,Syndicat mixte ,42.3,9.15,Corte,Haute-Corse
310,,jf00142949.html,Rapport d'observations définitives,8/26/2014,CRC Corse,Syndicat intercommunal pour le traitement des déchets de l'extrême sud de la Corse (SITDESC),-2,Syndicat intercommunal ,41.583333,9.283333,Porto-Vecchio,Corse-du-Sud
311,,jf00142961.html,Rapport d'observations définitives,10/1/2014,CRC Corse,Office public de l'habitat de haute-Corse (OPH 2B),-56,Office public de l'habitat ,42.7,9.45,Bastia,Haute-Corse
312,14-0099 R,jf00143005.html,Rapport d'observations définitives,9/8/2014,CRC Ile-de-France,Athis-Mons,70,Commune ,48.7092445775,2.38660492325,Athis-Mons,Essonne
313,,jf00143006.html,Rapport d'observations définitives,9/30/2014,CRC Aquitaine Poitou-Charentes,Bias,18,Commune ,44.1347298395,-1.22934507034,Bias,Landes
314,,jf00143010.html,Rapport d'observations définitives,9/30/2014,CRC Aquitaine Poitou-Charentes,Communauté Urbaine de Bordeaux (CUB),-579,Communauté urbaine ,44.8572445351,-0.57369678116,Bordeaux,Gironde
315,,jf00143011.html,Rapport d'observations définitives,10/2/2014,CRC Aquitaine Poitou-Charentes,Communaute d'Agglomeration du Grand Angouleme - Angouleme ,-197,Communauté d'agglomération ,45.6472585146,0.14514490683,Angoulême,Charente
316,2014-35,jf00143049.html,Rapport d'observations définitives,9/11/2014,CRC Auvergne Rhône-Alpes,Vichy,-219,Commune ,46.1300051383,3.42442081174,Vichy,Allier
317,2014-28,jf00143053.html,Rapport d'observations définitives,9/12/2014,CRC Auvergne Rhône-Alpes,Monistrol-sur-Loire,-51,Commune ,45.2906264528,4.18362572726,Monistrol-sur-Loire,Haute-Loire
318,638,jf00143054.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Clermont-de-l'Oise,-38,Etablissement hospitalier public ,49.383333,2.4,Clermont-de-l'Oise,Oise
319,639,jf00143056.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Clermont-de-l'Oise,-78,Etablissement hospitalier public ,49.383333,2.4,Clermont-de-l'Oise,Oise
320,640,jf00143057.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Centre hospitalier de Clermont-de-l'Oise,-159,Etablissement hospitalier public ,49.383333,2.4,Clermont-de-l'Oise,Oise
321,,jf00143059.html,Rapport d'observations définitives,8/1/2014,CRC Provence-Alpes-Côte d'Azur,Mandelieu-la-Napoule,-103,Commune ,43.5380510468,6.91808936542,Mandelieu-la-Napoule,Alpes-Maritimes
322,2014-15,jf00143132.html,Rapport d'observations définitives,7/9/2014,CRC Auvergne Rhône-Alpes,Société anonyme de contruction de la ville de Vénissieux (SACOVIV) - Vénissieux ,-51,Société anonyme d'HLM ,45.7037728826,4.88137668221,Vénissieux,Rhône
323,615,jf00143176.html,Rapport d'observations définitives,8/6/2014,CRC Nord-Pas-de-Calais Picardie,Communauté d'agglomération de Cambrai (CAC),25,Communauté d'agglomération ,50.1702775977,3.24221021072,Cambrai,Nord
324,2014-24,jf00143209.html,Rapport d'observations définitives,9/12/2014,CRC Auvergne Rhône-Alpes,Syndicat intercommunal pour la représentation des intérêts de la station hydrothermale de Charbonnières-les-Bains - La Tour de Salvigny (SIRISH) - La Tour de Salvagny ,-26,Syndicat intercommunal ,45.8104377668,4.7123892929,La Tour-de-Salvagny,Rhône
325,2014-14,jf00143268.html,Rapport d'observations définitives,9/3/2014,CRC Bretagne,Communaute de communes du Pays Bigouden Sud - Pont-l'Abbe ,-159,Communauté de communes ,47.8654885488,-4.21962319652,Pont-l'Abbé,Finistère
326,LRR201423,jf00143353.html,Rapport d'observations définitives,9/9/2014,CRC Languedoc-Roussillon,Les Angles,-200,Commune ,42.5797574108,2.05268528008,Les Angles,Pyrénées-Orientales
327,CALR201418,jf00143373.html,Rapport d'observations définitives,6/23/2014,CRC Champagne-Ardenne Lorraine,Centre communal d'action sociale de Saint-Dié-des-Vosges - Saint-Dié-des-Vosges ,-68,Centre communal d'action sociale ,48.2967093514,6.93809367547,Saint-Dié,Vosges
328,NPR201437,jf00143375.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Syndicat mixte de la zone industrielle d'Artois-Flandres (SIZIAF),-212,Syndicat mixte ,50.5121447638,2.8263130337,Douvrin,Pas-de-Calais
329,14-0077 R,jf00143379.html,Rapport d'observations définitives,7/29/2014,CRC Ile-de-France,Champs-sur-Marne,9,Commune ,48.8483311726,2.59610325483,Champs-sur-Marne,Seine-et-Marne
330,14-ROD2-JP-07,jf00143407.html,Rapport d'observations définitives,9/8/2014,CRC Bourgogne Franche-Comté,Lons-le-Saunier,-84,Commune ,46.6744796278,5.55733212947,Lons-le-Saunier,Jura
331,NPR201438,jf00143408.html,Rapport d'observations définitives,6/23/2014,CRC Nord-Pas-de-Calais Picardie,Communauté de communes action Fourmies et environs,-157,Communauté de communes ,50.006893732,4.05775002509,Fourmies,Nord
332,NPR201439,jf00143410.html,Rapport d'observations définitives,8/29/2014,CRC Nord-Pas-de-Calais Picardie,Communaute d'agglomération du Beauvaisis,-253,Communauté d'agglomération ,49.4365523321,2.08616123661,Beauvais,Oise
333,14-ROD2-AC-06,jf00143425.html,Rapport d'observations définitives,7/29/2014,CRC Bourgogne Franche-Comté,Communauté de communes du Pays de Nuits-Saint-Georges,270,Communauté de communes ,47.146518392,4.9385500417,Nuits-Saint-Georges,Côte-d'Or
334,14-ROD2-AC-06,jf00143426.html,Rapport d'observations définitives,7/29/2014,CRC Bourgogne Franche-Comté,Communauté de communes du Pays de Nuits-Saint-Georges,285,Communauté de communes ,47.146518392,4.9385500417,Nuits-Saint-Georges,Côte-d'Or
335,14-ROD2-JP-08,jf00143433.html,Rapport d'observations définitives,9/8/2014,CRC Bourgogne Franche-Comté,Espace communautaire de Lons-le-Saunier Agglomération (ECLA),-126,Communauté d'agglomération ,46.6744796278,5.55733212947,Lons-le-Saunier,Jura
336,NPR201441,jf00143457.html,Rapport d'observations définitives,8/18/2014,CRC Nord-Pas-de-Calais Picardie,Picardie,-7,Région ,49.9009532186,2.29007445539,Amiens,Somme
337,14-0011 R,jf00143488.html,Rapport d'observations définitives,5/6/2014,CRC Ile-de-France,Association du Théâtre de Saint-Quentin-en-Yvelines - Saint-Quentin-en-Yvelines ,-168,Association ,48.779658781,2.02952194549,Montigny-le-Bretonneux,Yvelines
338,,jf00143500.html,Rapport d'observations définitives,10/2/2014,CRC Aquitaine Poitou-Charentes,Communauté d'agglomération de Poitiers,-42,Communauté d'agglomération ,46.5839207726,0.359947653003,Poitiers,Vienne
339,LRR201424,jf00143503.html,Rapport d'observations définitives,8/27/2014,CRC Languedoc-Roussillon,Vendargues,-199,Commune ,43.6610457488,3.96283033113,Vendargues,Hérault
340,14-ROD2-GS-13,jf00143512.html,Rapport d'observations définitives,9/17/2014,CRC Bourgogne Franche-Comté,Centre hospitalier de Villeneuve-sur-Yonne,-559,Etablissement hospitalier public ,48.0817729554,3.3198884982,Villeneuve-sur-Yonne,Yonne
341,D142847,jf00143592.html,Rapport d'observations définitives,9/12/2014,CRC Auvergne Rhône-Alpes,Charbonnières-les-Bains,-103,Commune ,45.7797061972,4.74328937073,Charbonnières-les-Bains,Rhône
342,14-0118 R,jf00143598.html,Rapport d'observations définitives,6/27/2014,CRC Ile-de-France,Eau de Paris - Paris ,-39,Etablissement public industriel et commercial ,48.856614,2.3522219,Paris,Paris
343,14,jf00143601.html,Rapport d'observations définitives,8/18/2014,CRC Centre Limousin,Conseil régional du Centre - Orleans ,35,Région ,47.8828634214,1.91610357477,Orléans,Loiret
